Cement,Slag,Ash,Water,Plast,Coarse,Fine,Days,Mpa,WC,Predicted_Mpa
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3,12.47,0.54,36.10510785788371
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,14,20.92,0.54,36.10510785788371
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28,24.9,0.54,36.10510785788371
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56,34.2,0.54,36.10510785788371
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100,39.61,0.54,36.10510785788371
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3,10.03,0.56,32.66101943144737
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14,20.08,0.56,32.66101943144737
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,28,24.48,0.56,32.66101943144737
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56,31.54,0.56,32.66101943144737
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100,35.34,0.56,32.66101943144737
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,9.45,0.51,40.27426753199086
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14,22.72,0.51,40.27426753199086
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,28,28.47,0.51,40.27426753199086
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56,38.56,0.51,40.27426753199086
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100,40.39,0.51,40.27426753199086
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3,10.76,0.54,36.9661299644928
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,14,25.48,0.54,36.9661299644928
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,28,21.54,0.54,36.9661299644928
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56,28.63,0.54,36.9661299644928
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100,33.54,0.54,36.9661299644928
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,3,7.75,0.33,49.360316604365686
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14,17.82,0.33,49.360316604365686
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,28,24.24,0.33,49.360316604365686
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,56,32.85,0.33,49.360316604365686
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100,39.23,0.33,49.360316604365686
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,18.0,0.54,35.78788918702774
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,14,30.39,0.54,35.78788918702774
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28,45.71,0.54,35.78788918702774
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,50.77,0.54,35.78788918702774
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,53.9,0.54,35.78788918702774
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3,13.18,0.54,35.78788918702774
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14,17.84,0.54,35.78788918702774
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,28,40.23,0.54,35.78788918702774
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,47.13,0.54,35.78788918702774
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100,49.97,0.54,35.78788918702774
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,3,13.36,0.56,32.728994860916515
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14,22.32,0.56,32.728994860916515
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28,24.54,0.56,32.728994860916515
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,56,31.35,0.56,32.728994860916515
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100,40.86,0.56,32.728994860916515
238.1,0.0,94.1,186.7,7.0,949.9,847.0,3,19.93,0.56,34.6549653625421
238.1,0.0,94.1,186.7,7.0,949.9,847.0,14,25.69,0.56,34.6549653625421
238.1,0.0,94.1,186.7,7.0,949.9,847.0,28,30.23,0.56,34.6549653625421
238.1,0.0,94.1,186.7,7.0,949.9,847.0,56,39.59,0.56,34.6549653625421
238.1,0.0,94.1,186.7,7.0,949.9,847.0,100,44.3,0.56,34.6549653625421
250.0,0.0,95.7,187.4,5.5,956.9,861.2,3,13.82,0.54,34.4963560271141
250.0,0.0,95.7,187.4,5.5,956.9,861.2,14,24.92,0.54,34.4963560271141
250.0,0.0,95.7,187.4,5.5,956.9,861.2,28,29.22,0.54,34.4963560271141
250.0,0.0,95.7,187.4,5.5,956.9,861.2,56,38.33,0.54,34.4963560271141
250.0,0.0,95.7,187.4,5.5,956.9,861.2,100,42.35,0.54,34.4963560271141
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3,13.54,0.51,40.86338792072339
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14,26.31,0.51,40.86338792072339
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,31.64,0.51,40.86338792072339
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56,42.55,0.51,40.86338792072339
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100,42.92,0.51,40.86338792072339
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3,13.33,0.51,40.84072944423368
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14,25.37,0.51,40.84072944423368
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,28,37.4,0.51,40.84072944423368
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56,44.4,0.51,40.84072944423368
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100,47.74,0.51,40.84072944423368
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,19.52,0.47,40.931363350192534
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14,31.35,0.47,40.931363350192534
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,38.5,0.47,40.931363350192534
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56,45.08,0.47,40.931363350192534
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100,47.82,0.47,40.931363350192534
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3,15.44,0.49,37.532591876735616
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14,26.77,0.49,37.532591876735616
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28,33.73,0.49,37.532591876735616
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56,42.7,0.49,37.532591876735616
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,45.84,0.49,37.532591876735616
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,17.22,0.51,34.24711278572727
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,29.93,0.51,34.24711278572727
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,28,29.65,0.51,34.24711278572727
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56,36.97,0.51,34.24711278572727
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100,43.58,0.51,34.24711278572727
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3,13.12,0.51,34.24711278572727
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14,24.43,0.51,34.24711278572727
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28,32.66,0.51,34.24711278572727
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,56,36.64,0.51,34.24711278572727
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100,44.21,0.51,34.24711278572727
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3,13.62,0.49,38.52956484228298
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14,21.6,0.49,38.52956484228298
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,27.77,0.49,38.52956484228298
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56,35.57,0.49,38.52956484228298
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,45.37,0.49,38.52956484228298
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3,7.32,0.49,38.39361398334471
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14,21.5,0.49,38.39361398334471
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28,31.27,0.49,38.39361398334471
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5,0.49,38.39361398334471
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100,48.67,0.49,38.39361398334471
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4,0.47,41.089972685620516
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14,23.51,0.47,41.089972685620516
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12,0.47,41.089972685620516
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,39.15,0.47,41.089972685620516
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15,0.47,41.089972685620516
290.4,0.0,96.2,168.1,9.4,961.2,865.0,3,22.5,0.43,38.86944198962867
290.4,0.0,96.2,168.1,9.4,961.2,865.0,14,34.67,0.43,38.86944198962867
290.4,0.0,96.2,168.1,9.4,961.2,865.0,28,34.74,0.43,38.86944198962867
290.4,0.0,96.2,168.1,9.4,961.2,865.0,56,45.08,0.43,38.86944198962867
290.4,0.0,96.2,168.1,9.4,961.2,865.0,100,48.97,0.43,38.86944198962867
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,23.14,0.43,40.56882772635713
277.1,0.0,97.4,160.6,11.8,973.9,875.6,14,41.89,0.43,40.56882772635713
277.1,0.0,97.4,160.6,11.8,973.9,875.6,28,48.28,0.43,40.56882772635713
277.1,0.0,97.4,160.6,11.8,973.9,875.6,56,51.04,0.43,40.56882772635713
277.1,0.0,97.4,160.6,11.8,973.9,875.6,100,55.64,0.43,40.56882772635713
295.7,0.0,95.6,171.5,8.9,955.1,859.2,3,22.95,0.44,38.09905378897844
295.7,0.0,95.6,171.5,8.9,955.1,859.2,14,35.23,0.44,38.09905378897844
295.7,0.0,95.6,171.5,8.9,955.1,859.2,28,39.94,0.44,38.09905378897844
295.7,0.0,95.6,171.5,8.9,955.1,859.2,56,48.72,0.44,38.09905378897844
295.7,0.0,95.6,171.5,8.9,955.1,859.2,100,52.04,0.44,38.09905378897844
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3,21.02,0.42,43.85430681736548
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14,33.36,0.42,43.85430681736548
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28,33.94,0.42,43.85430681736548
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56,44.14,0.42,43.85430681736548
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100,45.37,0.42,43.85430681736548
249.1,0.0,98.8,158.1,12.8,987.8,889.0,3,15.36,0.45,41.13528963859995
249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,28.68,0.45,41.13528963859995
249.1,0.0,98.8,158.1,12.8,987.8,889.0,28,30.85,0.45,41.13528963859995
249.1,0.0,98.8,158.1,12.8,987.8,889.0,56,42.03,0.45,41.13528963859995
249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,51.06,0.45,41.13528963859995
252.3,0.0,98.8,146.3,14.2,987.8,889.0,3,21.78,0.42,43.80898986438605
252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,42.29,0.42,43.80898986438605
252.3,0.0,98.8,146.3,14.2,987.8,889.0,28,50.6,0.42,43.80898986438605
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.83,0.42,43.80898986438605
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,60.95,0.42,43.80898986438605
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,23.52,0.39,44.488744159077434
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14,42.22,0.39,44.488744159077434
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28,52.5,0.39,44.488744159077434
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56,60.32,0.39,44.488744159077434
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100,66.42,0.39,44.488744159077434
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3,23.8,0.4,40.81807096774397
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14,38.77,0.4,40.81807096774397
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28,51.33,0.4,40.81807096774397
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85,0.4,40.81807096774397
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,58.61,0.4,40.81807096774397
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,21.91,0.42,37.35132406481791
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14,36.99,0.42,37.35132406481791
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,47.4,0.42,37.35132406481791
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,51.96,0.42,37.35132406481791
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100,56.74,0.42,37.35132406481791
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3,17.57,0.4,41.883019362760464
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,33.73,0.4,41.883019362760464
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28,40.15,0.4,41.883019362760464
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56,46.64,0.4,41.883019362760464
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100,50.08,0.4,41.883019362760464
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3,17.37,0.4,41.9283363157399
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14,33.7,0.4,41.9283363157399
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28,45.94,0.4,41.9283363157399
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56,51.43,0.4,41.9283363157399
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100,59.3,0.4,41.9283363157399
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45,0.4,40.54616924986742
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71,0.4,40.54616924986742
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14,0.4,40.54616924986742
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82,0.4,40.54616924986742
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95,0.4,40.54616924986742
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,27.42,0.36,45.05520607132026
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96,0.36,45.05520607132026
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51,0.36,45.05520607132026
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99,0.36,45.05520607132026
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53,0.36,45.05520607132026
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,18.02,0.4,41.701751550842765
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6,0.4,41.701751550842765
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2,0.4,41.701751550842765
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96,0.4,41.701751550842765
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63,0.4,41.701751550842765
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3,15.34,0.46,41.0446557326411
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,26.05,0.46,41.0446557326411
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28,30.22,0.46,41.0446557326411
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56,37.27,0.46,41.0446557326411
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100,46.23,0.46,41.0446557326411
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,16.28,0.57,28.333250421912233
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,25.62,0.57,28.333250421912233
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,31.97,0.57,28.333250421912233
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56,36.3,0.57,28.333250421912233
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100,43.06,0.57,28.333250421912233
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,67.57,0.28,45.23647388323796
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,57.23,0.27,44.783304353443704
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75,0.32,44.10355005875232
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.02,0.35,32.774311813895935
451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,78.8,0.37,39.571854760809764
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,41.37,0.31,40.25160905550115
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.28,0.33,38.43893093632413
528.0,0.0,0.0,185.0,6.9,920.0,720.0,28,56.83,0.35,35.04015946286721
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.02,0.34,37.30600711183849
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55,0.3,41.15794811508966
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,44.13,0.4,31.641387989410298
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.38,0.4,31.641387989410298
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,55.65,0.29,39.11868523101551
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,47.28,0.33,39.11868523101551
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33,0.37,34.1338204032787
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.3,0.43,37.30600711183849
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.25,0.48,33.90723563838157
516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,41.37,0.31,40.25160905550115
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.16,0.48,35.26674422776434
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.4,0.44,35.719913757558594
234.0,156.0,0.0,189.0,5.9,981.0,760.0,28,39.3,0.48,34.1338204032787
250.0,180.0,95.0,159.0,9.5,860.0,800.0,28,67.87,0.3,40.931363350192534
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.52,0.34,40.25160905550115
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,53.58,0.34,40.02502429060402
356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28,59.0,0.34,40.70477858529541
275.0,180.0,120.0,162.0,10.4,830.0,765.0,28,76.24,0.28,40.25160905550115
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,69.84,0.3,42.744041469369556
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3,14.4,0.53,39.843756478686316
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,3,19.42,0.41,37.28334863534878
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73,0.42,36.19574176384256
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94,0.41,37.19271472938993
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29,0.44,41.42984983296621
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08,0.42,39.61717171378919
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3,15.52,0.4,39.7984395257069
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82,0.4,37.91778597706073
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3,12.55,0.53,39.209319136974365
250.0,0.0,95.7,191.8,5.3,948.9,857.2,3,8.49,0.55,33.49938306156674
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3,15.61,0.41,40.88604639721311
194.7,0.0,100.5,170.2,7.5,998.0,901.8,3,12.18,0.58,38.39361398334471
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3,11.98,0.52,33.2501398201799
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14,16.88,0.53,39.843756478686316
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09,0.41,37.28334863534878
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24,0.42,36.19574176384256
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81,0.41,37.19271472938993
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75,0.44,41.42984983296621
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,33.01,0.42,39.61717171378919
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.9,0.4,39.7984395257069
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55,0.4,37.91778597706073
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14,19.42,0.53,39.209319136974365
250.0,0.0,95.7,191.8,5.3,948.9,857.2,14,24.66,0.55,33.49938306156674
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14,29.59,0.41,40.88604639721311
194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,24.28,0.58,38.39361398334471
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14,20.73,0.52,33.2501398201799
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28,26.2,0.53,39.843756478686316
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39,0.41,37.28334863534878
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16,0.42,36.19574176384256
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2,0.41,37.19271472938993
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69,0.44,41.42984983296621
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2,0.42,39.61717171378919
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,41.41,0.4,39.7984395257069
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81,0.4,37.91778597706073
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,24.85,0.53,39.209319136974365
250.0,0.0,95.7,191.8,5.3,948.9,857.2,28,27.22,0.55,33.49938306156674
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28,44.64,0.41,40.88604639721311
194.7,0.0,100.5,170.2,7.5,998.0,901.8,28,37.27,0.58,38.39361398334471
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,33.27,0.52,33.2501398201799
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,36.56,0.53,39.843756478686316
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,56,53.72,0.41,37.28334863534878
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59,0.42,36.19574176384256
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72,0.41,37.19271472938993
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85,0.44,41.42984983296621
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77,0.42,39.61717171378919
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56,53.46,0.4,39.7984395257069
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99,0.4,37.91778597706073
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56,31.72,0.53,39.209319136974365
250.0,0.0,95.7,191.8,5.3,948.9,857.2,56,39.64,0.55,33.49938306156674
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26,0.41,40.88604639721311
194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,43.39,0.58,38.39361398334471
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,39.27,0.52,33.2501398201799
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.96,0.53,39.843756478686316
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02,0.41,37.28334863534878
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99,0.42,36.19574176384256
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66,0.41,37.19271472938993
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68,0.44,41.42984983296621
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06,0.42,39.61717171378919
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81,0.4,39.7984395257069
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94,0.4,37.91778597706073
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,100,33.56,0.53,39.209319136974365
250.0,0.0,95.7,191.8,5.3,948.9,857.2,100,41.16,0.55,33.49938306156674
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96,0.41,40.88604639721311
194.7,0.0,100.5,170.2,7.5,998.0,901.8,100,44.28,0.58,38.39361398334471
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100,40.15,0.52,33.2501398201799
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,57.03,0.3,40.25160905550115
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,44.42,0.3,40.25160905550115
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,51.02,0.3,40.25160905550115
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,53.39,0.3,40.25160905550115
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.36,0.3,40.25160905550115
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,25.02,0.3,40.25160905550115
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,23.35,0.3,40.25160905550115
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,52.01,0.3,40.25160905550115
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,38.02,0.3,40.25160905550115
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,39.3,0.3,40.25160905550115
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,61.07,0.3,40.25160905550115
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,56.14,0.3,40.25160905550115
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,55.25,0.3,40.25160905550115
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.77,0.3,40.25160905550115
387.0,20.0,94.0,157.0,14.3,938.0,845.0,28,50.24,0.31,41.384532879986786
387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,46.68,0.31,41.384532879986786
387.0,20.0,94.0,157.0,11.6,938.0,845.0,28,46.68,0.31,41.384532879986786
387.0,20.0,94.0,157.0,14.3,938.0,845.0,3,22.75,0.31,41.384532879986786
387.0,20.0,94.0,157.0,13.9,938.0,845.0,3,25.51,0.31,41.384532879986786
387.0,20.0,94.0,157.0,11.6,938.0,845.0,3,34.77,0.31,41.384532879986786
387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,36.84,0.31,41.384532879986786
387.0,20.0,94.0,157.0,13.9,938.0,845.0,7,45.9,0.31,41.384532879986786
387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,41.67,0.31,41.384532879986786
387.0,20.0,94.0,157.0,14.3,938.0,845.0,56,56.34,0.31,41.384532879986786
387.0,20.0,94.0,157.0,13.9,938.0,845.0,56,47.97,0.31,41.384532879986786
387.0,20.0,94.0,157.0,11.6,938.0,845.0,56,61.46,0.31,41.384532879986786
355.0,19.0,97.0,145.0,13.1,967.0,871.0,28,44.03,0.31,44.10355005875232
355.0,19.0,97.0,145.0,12.3,967.0,871.0,28,55.45,0.31,44.10355005875232
491.0,26.0,123.0,210.0,3.9,882.0,699.0,28,55.55,0.33,29.375540340439017
491.0,26.0,123.0,201.0,3.9,822.0,699.0,28,57.92,0.31,31.41480322451317
491.0,26.0,123.0,210.0,3.9,882.0,699.0,3,25.61,0.33,29.375540340439017
